,keyword,view,menu,checkout,order
4003,spring roll sayur,36078,14075,6598,345
4004,thai fresh rolls,31513,11733,6735,230
4005,lumpia segar,40827,10961,6754,420
4006,falafel & eggplant sandwich,13045,2752,825,36
4007,falafel eggplant,39611,8801,5312,187
4008,sandwich vegan,49635,14124,6062,349
4009,falafel sandwich,15480,3305,2187,103
4010,sandwich terong,47666,14154,6205,517
4011,pita falafel terong,44045,11936,5144,211
4012,roti isi falafel,12265,4893,2021,183
4013,sandwich sayur,44732,14802,5039,229
4014,spicy jalapeño dog,44332,15272,10121,808
4015,hotdog jalapeno,48398,8578,5686,460
4016,sosis pedas,3059,845,534,25
4017,spicy hot dog,22790,6971,3893,307
4018,jalapeno frank,43837,16265,6484,426
4019,jalapeno sausage,46065,7148,2511,98
4020,hotdog pedas,3371,1261,539,19
4021,frankfurter pedas,23395,9245,2776,143
4022,fountain drink,3115,707,420,21
4023,minuman soda refill,5602,1381,653,37
4024,soda fountain,38113,13889,7155,598
4025,fountain cup,29679,7490,2522,152
4026,minuman isi ulang,17128,5229,3341,281
4027,drink station,15377,3468,1004,65
4028,soft drink,3561,590,367,33
4029,soda klasik,42216,14939,9667,391
4030,tropical citrus blend,45531,10793,4220,197
4031,jus tropis,21068,3436,1909,190
4032,citrus blend,14220,4506,1351,107
4033,tropical juice,22065,8274,4751,425
4034,mixed fruit juice,36935,9510,3973,151
4035,citrus smoothie,37351,7506,3706,359
4036,tropical mix,39395,14919,6434,303
4037,minuman buah tropis,30012,9275,3232,305
4038,tofu teriyaki bowl,29254,11374,5061,244
4039,teriyaki tofu,14679,3434,1140,51
4040,tofu rice bowl,34174,10111,6119,211
4041,tofu mangkuk,7611,2036,1251,56
4042,vegan teriyaki bowl,26329,8974,3052,135
4043,tofu grilled,4476,1251,594,21
4044,tofu teriyaki rice,48033,8908,4229,220
4045,bowl vegetarian,9584,2961,1369,49
4046,lemon herb rice,9182,2228,1513,79
4047,nasi lemon,49582,19447,12813,782
4048,herbed rice,28381,9492,5679,380
4049,lemon rice,588,224,75,4
4050,nasi wangi lemon,25270,7419,3495,202
4051,rice with herbs,10595,1908,629,31
4052,citrus rice,45156,11575,7975,288
4053,nasi bumbu lemon,14534,3562,1568,94
4054,pico de gallo,1991,387,221,13
4055,salsa segar,3999,769,260,12
4056,mexican salsa,8572,1386,403,35
4057,tomato salsa,37894,14145,7028,331
4058,pico classic,26644,7388,4397,186
4059,sambal tomat segar,10068,2502,1250,64
4060,fresh salsa,6109,1150,704,66
4061,salad tomat,9341,1815,1166,90
4062,chocolate glazed donut,23921,4263,2875,196
4063,donat coklat,15310,5322,2662,90
4064,donut cokelat,15602,2380,1031,102
4065,chocolate donut,38543,11280,5288,301
4066,donut glaze,43558,10641,6177,528
4067,donut manis,45511,15805,8350,580
4068,donat topping coklat,33041,5747,3115,114
4069,sweet choco donut,34579,6604,1891,152
4070,beef teriyaki bowl,41489,11398,2952,112
4071,teriyaki beef,40672,6696,3526,168
4072,beef rice bowl,29569,4982,2185,171
4073,daging sapi teriyaki,4145,858,437,36
4074,mangkuk sapi,21103,6876,3656,251
4075,rice bowl daging,40080,11812,6697,325
4076,beef teriyaki rice,7299,2317,1267,76
4077,grilled beef bowl,12062,4033,1393,98
4078,spinach & ricotta ravioli,5172,1191,530,20
4079,ravioli bayam,8282,2136,649,44
4080,ravioli keju,31884,6834,2040,98
4081,spinach ravioli,34336,8504,3758,254
4082,ricotta pasta,20025,5895,2104,168
4083,stuffed pasta,43509,13178,5990,340
4084,ravioli isi keju,17048,6394,4340,301
4085,pasta vegetarian,34628,11570,6922,464
4086,whole grain roll,22747,6141,3867,251
4087,roti gandum,31267,7773,5373,367
4088,whole wheat roll,46986,12235,5159,399
4089,grain bun,47817,17425,4761,351
4090,roti sehat,32409,11494,7548,330
4091,roti gandum utuh,16760,6229,3037,226
4092,grain bread,35822,10545,2903,282
4093,roti sandwich sehat,45947,13584,7052,252
4094,coleslaw,46442,13430,4359,410
4095,salad kol,28259,7419,4968,188
4096,kubis parut,19666,7413,4403,195
4097,cabbage slaw,19573,5976,3274,287
4098,salad mayo,44129,15114,10412,674
4099,side salad,39788,10845,3882,206
4100,classic slaw,4298,1224,419,27
4101,salad segar kubis,2469,431,233,23
4102,tom yum soup,5366,1012,490,25
4103,sup tom yum,42019,11434,6864,558
4104,thai spicy soup,42009,9243,4637,384
4105,tom yam,16944,4055,2059,143
4106,soup pedas thailand,24097,6652,3973,283
4107,sup asam pedas,26092,6327,3177,211
4108,tom yum klasik,43136,13807,5955,250
4109,seafood tom yum,41487,7533,2820,106
4110,salmon poke bowl,13089,3682,2458,108
4111,poke salmon,46448,8184,4049,216
4112,salmon rice bowl,43551,14001,7943,373
4113,salmon bowl,2205,571,347,13
4114,poke ikan,30498,9130,3395,142
4115,bowl ikan segar,48434,12930,4891,448
4116,mangkuk salmon,40129,8272,2133,167
4117,sushi bowl salmon,38390,12752,8208,704
4118,jasmine iced tea,19311,5086,3318,253
4119,es teh jasmine,24756,4199,1341,55
4120,jasmine tea,9600,1862,646,26
4121,iced jasmine,29272,4865,2817,275
4122,teh wangi dingin,11197,4227,2715,263
4123,cold jasmine tea,1511,508,189,16
4124,floral iced tea,37622,14189,4192,318
4125,jasmine brew,46839,11404,7809,679
4126,cold brew coffee,47746,17806,11975,1027
4127,kopi cold brew,21326,8331,2990,191
4128,cold coffee,45172,17787,8349,319
4129,brewed coffee dingin,7243,1857,1144,59
4130,cold drip coffee,44457,13196,6997,390
4131,kopi dingin,48152,7653,3023,252
4132,iced black coffee,45895,14134,4020,237
4133,kopi tanpa susu,10156,1734,527,34
4134,peach cobbler waffle,21064,6582,3906,238
4135,waffle peach,19629,7549,4154,273
4136,dessert waffle,13179,3002,1920,77
4137,waffle buah persik,28889,10953,7023,626
4138,peach waffle,35102,9675,5459,253
4139,waffle manis,5983,1922,904,45
4140,cobbler waffle,41288,15431,10514,683
4141,sweet peach waffle,29742,6124,3017,240
4142,beef vindaloo,32248,7672,4565,249
4143,vindaloo sapi,45761,14651,7543,360
4144,spicy beef curry,36728,6416,3708,177
4145,kari pedas india,35149,7762,2554,91
4146,indian beef curry,37794,6362,4163,271
4147,beef masala,14737,3588,968,87
4148,vindaloo curry,14280,3249,2137,169
4149,vindaloo daging,16012,2782,1570,151
4150,craft soda,952,150,64,2
4151,soda artisan,10065,1561,713,58
4152,soda unik,21979,3675,2436,124
4153,soft drink craft,45884,12444,5756,490
4154,soda premium,24215,9547,4709,449
4155,handmade soda,7252,1316,694,54
4156,fizzy craft drink,46955,15190,7487,295
4157,soda lokal,46074,8246,2594,212
4158,tonkotsu ramen,14738,4328,2087,101
4159,ramen tonkotsu,21605,6618,3506,297
4160,ramen pork,41892,15903,7811,565
4161,ramen kuah kental,27195,4195,2471,175
4162,japanese pork ramen,8402,1593,785,43
4163,mie ramen babi,20794,7092,4471,241
4164,rich broth ramen,16971,5732,3053,126
4165,ramen creamy,38102,12706,8113,330
4166,grilled chicken burger,19003,3275,1017,97
4167,burger ayam panggang,48087,11370,3393,281
4168,chicken burger,34831,13391,4266,230
4169,grilled burger,34873,6544,3583,193
4170,ayam grilled sandwich,22692,8248,3943,309
4171,burger ayam,40229,12846,3761,288
4172,burger sehat ayam,16945,3054,1506,56
4173,grilled chicken bun,10932,3427,1789,116
4174,matcha latte,43663,7373,1917,75
4175,teh matcha,6507,2576,746,44
4176,matcha susu,6546,1394,826,72
4177,green tea latte,10985,2596,702,64
4178,iced matcha,49272,10388,3006,215
4179,hot matcha latte,44708,16542,4768,238
4180,matcha dingin,35850,8283,3726,234
4181,minuman matcha,21575,8003,4546,197
4182,tuna poke with avocado,10739,1969,785,52
4183,poke tuna alpukat,14411,4905,1920,107
4184,avocado tuna poke,25146,5768,3851,260
4185,poke bowl tuna,46663,10849,5947,409
4186,tuna sashimi bowl,33716,6223,4188,254
4187,poke ikan alpukat,38896,10020,2835,249
4188,healthy poke,10922,2672,934,55
4189,mangkuk poke,34339,7524,1957,138
4190,chimichurri flank steak,47279,11928,8237,390
4191,steak chimichurri,1914,335,105,9
4192,flank steak,10662,3313,2163,90
4193,grilled beef chimichurri,16075,4090,1951,97
4194,daging panggang saus hijau,48966,9004,2591,197
4195,steak daging sapi,17528,2987,909,86
4196,chimichurri beef,31563,9817,2900,122
4197,grilled flank,35269,12640,7589,603
4198,herbed chicken breast,48950,15531,4997,380
4199,chicken herbs,35689,8518,4284,267
4200,grilled chicken breast,42312,9763,4206,161
4201,ayam panggang rempah,1291,232,138,5
4202,chicken fillet herbs,26464,5333,2003,80
4203,ayam herba,22526,4880,1763,123
4204,ayam panggang sehat,45162,16346,11027,403
4205,chicken breast grill,27966,8405,4741,428
4206,manchego cheese plate,4653,1841,804,46
4207,cheese platter,21227,8350,5298,298
4208,manchego plate,37633,12550,3935,209
4209,spanish cheese,22967,4773,1542,122
4210,cheese board,29098,6472,2213,172
4211,keju manchego,17106,4475,3031,301
4212,assorted cheese,47753,16569,4889,487
4213,tapas cheese,25481,6810,4381,207
4214,mint yogurt drink,18274,6177,2934,171
4215,yogurt mint,39858,7574,5145,409
4216,minuman yogurt mint,30376,6217,4063,190
4217,lassi mint,6886,2711,1744,125
4218,yogurt segar,39606,13649,6233,354
4219,yogurt herba,29639,4473,2968,225
4220,minty drink,17993,3832,2608,181
4221,mint yogurt smoothie,29015,4921,2650,187
4222,bibimbap bowl,15751,4590,1388,96
4223,bibimbap,42554,12211,7893,684
4224,korean rice bowl,17390,3904,2192,159
4225,mixed rice bowl,32664,10337,5844,340
4226,mangkuk korea,33073,8912,5359,284
4227,bibimbap classic,17317,3936,1224,57
4228,nasi campur korea,36146,14002,9721,636
4229,rice veggie bowl,37010,8607,3902,242
4230,miso soup,21526,7446,3603,173
4231,sup miso,8630,3413,1154,90
4232,miso broth,1127,239,134,11
4233,japanese soup,530,150,99,7
4234,kuah miso,39662,10099,6286,335
4235,miso tofu soup,2896,769,414,33
4236,miso klasik,26562,8665,3294,148
4237,soup jepang,22457,8469,3493,240
4238,coleslaw,33258,6873,1785,125
4239,salad kol,11417,3497,1539,58
4240,kubis parut,40430,12896,8848,823
4241,cabbage salad,33573,8208,5195,381
4242,salad mayo,20753,3457,1285,84
4243,classic slaw,30892,10665,6225,391
4244,slaw side,49244,12653,5422,509
4245,salad creamy,42309,16778,5455,351
4246,mango banana smoothie,8603,3145,1796,163
4247,smoothie mangga pisang,5421,1108,454,34
4248,tropical smoothie,44768,14173,5075,285
4249,banana mango blend,29052,5078,1409,62
4250,smoothie buah,21420,6595,4410,215
4251,mango banana shake,2713,823,494,23
4252,healthy fruit smoothie,35286,6837,2164,181
4253,smoothie mix,36491,13374,4638,259
4254,bbq chicken wings,7474,1284,350,22
4255,chicken wings,25570,9339,2644,238
4256,sayap ayam bbq,47337,7501,4900,424
4257,wings ayam panggang,23338,8621,5720,325
4258,ayam saus bbq,28995,9835,2725,126
4259,bbq wings,13540,4277,2979,278
4260,grilled wings,16607,4286,2953,222
4261,spicy chicken wings,41774,9209,5086,230
4262,elote (mexican street corn),21461,6551,2536,147
4263,elote,12386,4808,1240,122
4264,jagung mexico,23978,6835,4011,255
4265,mexican corn,44165,14408,5656,459
4266,street corn,15250,5755,2000,90
4267,grilled corn,9469,1870,946,38
4268,jagung bakar pedas,39974,9582,4745,213
4269,corn with cheese,11368,2153,1216,88
4270,elote klasik,46728,14767,4751,200
4271,chicken teriyaki bowl,15757,3571,2487,234
4272,teriyaki ayam,4460,1506,1024,82
4273,rice bowl chicken,34466,12419,5724,264
4274,ayam teriyaki bowl,23242,4168,2494,238
4275,grilled chicken teriyaki,48877,8209,4245,393
4276,mangkuk ayam,45570,9547,2706,135
4277,teriyaki rice,32900,7301,4168,408
4278,ayam saus manis,32104,12718,5304,257
4279,seaweed salad,9942,3453,971,37
4280,salad rumput laut,43245,13436,3484,272
4281,wakame salad,6340,2420,945,49
4282,japanese seaweed,15175,2859,1778,140
4283,seaweed bowl,21818,4135,1510,142
4284,gỏi rong biển,24664,8280,4365,284
4285,salad laut,24066,5872,3124,131
4286,seaweed mix,10781,2234,880,47
4287,lamb gyro wrap,33046,7504,4323,301
4288,gyro domba,47183,18863,8689,357
4289,wrap lamb,48181,14667,6188,454
4290,lamb pita,34958,7823,4445,408
4291,gyro wrap,32982,5951,2031,199
4292,greek wrap,21534,6703,3685,280
4293,roti gulung domba,47347,15213,5900,389
4294,lamb sandwich,7937,2945,1817,75
4295,pesto chicken pizza,2689,460,306,27
4296,pizza ayam pesto,14100,3090,1746,101
4297,chicken pesto,11061,1936,1213,86
4298,pizza green sauce,25462,5069,3140,172
4299,pizza ayam saus hijau,24434,7693,2898,274
4300,pesto slice,34760,11447,2932,246
4301,pesto pizza,47992,11993,3270,232
4302,teriyaki salmon rice bowl,30653,9999,5692,517
4303,salmon teriyaki bowl,9697,2014,1277,88
4304,rice bowl salmon,49467,13981,5371,439
4305,grilled salmon bowl,32572,6095,3961,387
4306,teriyaki fish rice,12212,4584,2902,134
4307,mangkuk salmon,2676,564,253,19
4308,salmon rice,32189,10624,4086,237
4309,grilled veggie wrap,33472,6601,4046,366
4310,veggie wrap,17213,6165,3405,123
4311,sayur panggang wrap,48334,8742,3385,206
4312,roasted veggie wrap,1823,516,263,16
4313,wrap vegetarian,49358,18383,8751,509
4314,grilled wrap,9584,3571,2032,201
4315,wrap sehat,36318,7316,4812,205
4316,wrap sayuran,21715,6613,1721,145
4317,veggie lovers pizza,49857,16123,6232,404
4318,pizza vegetarian,15714,3869,2093,179
4319,veggie pizza,29966,8945,3919,201
4320,pizza sayur,45655,13851,7639,515
4321,veggie slice,16113,3795,2156,141
4322,pizza tanpa daging,10877,3689,1470,106
4323,pizza sehat,44090,7692,3938,390
4324,veggie topping pizza,48751,13530,5725,458
4325,fettuccine alfredo,47752,13994,7783,345
4326,pasta alfredo,11736,4095,2003,87
4327,fettuccine creamy,36239,10739,5547,241
4328,alfredo sauce pasta,36108,6936,2197,200
4329,pasta keju krim,3311,1119,749,33
4330,italian fettuccine,46410,15174,9953,524
4331,creamy pasta,46720,17192,6810,292
4332,alfredo klasik,29664,10562,6804,669
4333,3-bean veggie chili,31194,9811,4119,152
4334,chili tiga kacang,43689,14085,9645,760
4335,veggie chili,9052,2190,947,78
4336,vegetarian chili,38426,9774,4368,267
4337,bean stew,11749,3355,2347,214
4338,chili sehat,40573,8771,5046,487
4339,spicy veggie chili,12419,4921,3272,211
4340,chili kacang,11188,1816,965,50
4341,vegan buddha bowl,38823,13518,5484,354
4342,buddha bowl,44870,12001,3389,220
4343,vegan bowl,11305,2862,1019,83
4344,rice veggie bowl,6223,1608,700,53
4345,healthy plant bowl,47829,7558,3054,270
4346,grain bowl,41949,12962,5189,302
4347,bowl nabati,20045,6407,3441,241
4348,mangkuk vegan,8213,1827,1185,98
4349,palak paneer,3723,562,185,11
4350,curry palak paneer,20423,4432,1951,166
4351,spinach paneer,18909,7267,4247,344
4352,kari bayam india,9788,3235,1947,70
4353,indian spinach curry,7670,1800,694,57
4354,paneer hijau,40416,15680,9673,966
4355,saag paneer,35474,8474,4519,427
4356,kari keju bayam,33051,6273,2457,178
4357,vegan tofu pho,2624,655,164,10
4358,pho tofu,33777,12181,4871,209
4359,pho vegan,44930,11877,4399,385
4360,tofu noodle soup,42394,13948,9672,966
4361,vegan pho bowl,34451,11021,5146,439
4362,sup pho vegetarian,7197,1148,418,33
4363,pho tanpa daging,26689,9193,3022,104
4364,tofu vietnamese pho,45371,11638,5132,389
4365,chicken biryani,45548,16113,4365,164
4366,nasi biryani ayam,43311,16429,6742,424
4367,biryani ayam,33364,12907,3735,333
4368,indian chicken rice,17998,7182,3468,320
4369,ayam kari biryani,11357,4312,2367,156
4370,chicken spiced rice,33446,6489,2524,127
4371,biryani klasik,18098,5820,1717,163
4372,ayam berbumbu,23917,3986,1438,98
4373,crispy chicken strips,11458,2464,1213,43
4374,chicken strips,34267,10520,2942,208
4375,ayam goreng crispy,28137,10544,4202,298
4376,chicken tenders,15421,4401,1620,61
4377,ayam renyah,40276,15672,5026,437
4378,chicken fingers,36415,14141,4094,165
4379,ayam crunchy,44139,10928,6169,616
4380,ayam strip goreng,15356,2925,1356,111
4381,mediterranean quinoa salad,37039,13483,3988,148
4382,quinoa salad,43072,8687,6024,513
4383,salad sehat,1178,247,69,2
4384,salad quinoa,12928,3553,1173,87
4385,mediterranean salad,31546,6665,3189,213
4386,veggie quinoa bowl,29250,7741,2677,101
4387,grain salad,10158,2751,1550,86
4388,salad sayur sehat,11351,2060,542,39
4389,savory ham & cheese crepe,28830,4932,1317,113
4390,crepe ham keju,13043,4747,1753,110
4391,savory crepe,13635,4177,1607,152
4392,ham cheese wrap,48413,13579,8826,575
4393,crepe asin,15656,2371,746,37
4394,crepe daging dan keju,21158,4592,3022,212
4395,breakfast crepe,7048,1064,676,43
4396,crepe isi,21312,5915,2947,121
4397,loaded nachos,39857,12919,5869,262
4398,nachos topping,4957,1226,315,11
4399,nachos komplit,752,224,102,5
4400,cheesy nachos,42343,12091,7861,521
4401,nachos daging,34722,12952,4934,399
4402,snack nachos,22408,4760,2215,110
4403,nachos besar,18761,6544,2568,192
4404,loaded chips,9490,2044,527,24
4405,grilled kofta skewers,44777,16728,4189,208
4406,kofta panggang,11653,2100,815,28
4407,kofta skewers,13257,4154,2294,150
4408,beef kebab,21583,4477,1837,112
4409,meat skewers,6110,2196,664,42
4410,tusuk daging,11727,4153,1855,64
4411,grilled kebab,15288,3715,2100,118
4412,kofta sticks,802,136,80,6
4413,fresh lemon mint cooler,45878,15903,4450,303
4414,lemon mint drink,11668,3041,1061,58
4415,mint cooler,21973,8590,3824,177
4416,minuman lemon mint,12198,4843,2663,119
4417,lemon soda,32271,7471,4380,215
4418,citrus mint,7102,2327,773,48
4419,air lemon segar,46782,8677,3145,261
4420,soda herbal,40830,6920,3073,233
4421,chicken tinga tacos,48270,12828,4112,267
4422,taco tinga ayam,32106,12826,6190,240
4423,ayam tinga,43959,15830,8904,420
4424,shredded chicken tacos,49434,17494,9545,398
4425,taco pedas ayam,8088,1368,349,15
4426,mexican chicken taco,40378,10567,6936,549
4427,tinga taco,35960,10536,6664,402
4428,taco ayam suwir,14880,3018,1408,91
4429,loaded chili nachos,47090,18783,6848,484
4430,nachos chili,45973,9064,3872,155
4431,cheesy chili nachos,30103,9086,5593,336
4432,loaded nacho bowl,33966,10697,5836,276
4433,spicy nachos,13519,3688,1568,146
4434,nachos daging pedas,18940,7491,4736,410
4435,beef chili nachos,14347,3616,1805,156
4436,nachos komplit,33733,5618,1982,179
4437,house brewed coffee,24009,3663,1726,91
4438,kopi seduh rumah,8803,2065,669,43
4439,brewed coffee,38906,12151,4372,374
4440,house coffee,19809,6619,4279,311
4441,kopi panas,48602,13934,7143,705
4442,coffee classic,6172,1801,1189,111
4443,kopi manual,21166,6505,3007,118
4444,black coffee,18190,4446,1937,147
4445,crab mac & cheese,22191,5290,1623,78
4446,mac and cheese crab,49750,14660,6916,538
4447,crab pasta,39970,15086,3902,164
4448,seafood mac,29577,10110,3939,331
4449,mac cheesy crab,47120,12302,5603,442
4450,pasta keju kepiting,17050,5242,3222,132
4451,crab macaroni,33472,7530,1909,94
4452,crab cheesy bowl,7697,2341,778,74
4453,steak sandwich,25523,8086,2677,243
4454,sandwich steak,32580,8889,3981,280
4455,beef sandwich,18022,3849,2450,187
4456,roti isi daging,44229,7214,2118,109
4457,grilled steak sandwich,42929,15815,4313,417
4458,steak sub,40354,8103,2836,230
4459,sandwich daging sapi,31965,10423,2711,144
4460,steak hoagie,35365,10897,6393,341
4461,black garlic ramen,31008,10114,3253,203
4462,ramen black garlic,43857,8796,4244,201
4463,ramen bawang hitam,17893,6573,3510,275
4464,japanese ramen garlic,49580,12427,7386,540
4465,black broth ramen,15309,3083,1563,85
4466,ramen kuah pekat,41589,7613,2760,169
